Word,Length,Freq_HAL,Log_Freq_HAL,POS,I_Mean_RT,I_NMG_Mean_RT
balding,7,284,5.65,JJ|VB|NN,756.4,636.67
baldness,8,329,5.8,NN,651.59,619.07
baldy,5,164,5.1,NN|JJ,733.77,694.26
bale,4,557,6.32,NN,749.59,620.42
baleful,7,49,3.89,JJ,759,739.85
bales,5,477,6.17,NN,735.4,708.75
Bali,4,592,6.38,NN,806.73,749.17
Balinese,8,78,4.36,NN|JJ,908.11,949.08
balk,4,286,5.66,VB,667.38,620.72
Balkans,7,1737,7.46,NN,972,760.11
balked,6,225,5.42,VB,711.32,673.44
balkiness,9,0,0,NN,899.92,941.43
balking,7,76,4.33,VB|NN,916.52,666.73
balks,5,96,4.56,VB,687.67,641.39
ball,4,38502,10.56,NN,643.9,570.44
ballad,6,985,6.89,NN,784.23,668.15
ballade,7,66,4.19,NN,1079.63,824.54
ballads,7,612,6.42,NN,705.46,764.3
ballast,7,547,6.3,NN,719.22,812.82
balled,6,102,4.62,NULL,723,666.76
ballerina,9,140,4.94,NN,797.61,697.33
ballerinas,10,54,3.99,NN,1004.65,712
ballet,6,1669,7.42,NN,622.65,697.31
ballets,7,86,4.45,NN,768.45,751.09
ballfields,10,1,0,NN,949.59,775.04
ballgowns,9,4,1.39,NN,1003.2,788.83
ballistic,9,1285,7.16,JJ,891.68,670.44
ballistics,10,320,5.77,NN,905.5,760.21
balloon,7,4612,8.44,NN|VB,745.48,634.59
ballooning,10,106,4.66,NN|VB,778.9,779.8
balloonist,10,6,1.79,NN,833.23,677.19
balloons,8,1114,7.02,NN|VB,602.52,621.63
ballot,6,3680,8.21,NN|VB,610.45,655.58
ballots,7,1215,7.1,NN|VB,644.56,621.43
ballplayer,10,99,4.6,NN,789.38,672.43
ballplayers,11,144,4.97,NULL,763.76,718.74
ballpoint,9,157,5.06,NN|JJ,685.97,669
ballroom,8,1587,7.37,NN,655.39,651.27
balls,5,13293,9.49,NN,653.58,583
ball's,6,157,5.06,encl,726.53,598.3
ballyhoo,8,42,3.74,NN,844.63,851.08
balm,4,1511,7.32,NN,664.93,648.48
balmy,5,164,5.1,JJ,787.6,651.35
balsam,6,129,4.86,NN,785.5,716.44
balsams,7,29,3.37,NN,940.92,844.95
Baltic,6,940,6.85,JJ|NN,711.13,677.89
Baltimore,9,7629,8.94,NN,789.73,633.56
Baltimore's,11,49,3.89,NULL,747.65,641.59
Bambi,5,707,6.56,NN,755.59,613.46
bambino,7,94,4.54,NN,787.1,704.15
bamboo,6,1198,7.09,NN|JJ,659.21,617.39
bamboozle,9,25,3.22,VB,893.74,773.35
ban,3,11740,9.37,NN|VB,675.27,565.43
banal,5,436,6.08,JJ,731.7,793.07
banality,8,105,4.65,NN,1136,826.71
banana,6,2879,7.97,NN,632.94,642.89
bananas,7,1408,7.25,NN,713.84,602.37
band,4,49179,10.8,NN|VB,653.41,582.43
bandage,7,331,5.8,NN,792.45,677.79
bandaged,8,139,4.93,VB,750.83,731.04
bandages,8,260,5.56,NN,746.41,720.13
bandaging,9,50,3.91,VB|NN,789.57,827.64
bandanna,8,63,4.14,NN,850,864.35
banded,6,436,6.08,VB,747.78,639.65
banding,7,772,6.65,VB,775.63,584.18
array,5,13542,9.51,NN|VB,672.42,634.56
arrears,7,204,5.32,NN,719.86,717.62
arrest,6,6567,8.79,NN|VB,643.41,624.62
arrested,8,8567,9.06,VB,710.85,542.71
arresting,9,596,6.39,VB|NN|JJ,705.74,591.63
arrests,7,1586,7.37,NN|VB,667.74,608.62
arrival,7,6175,8.73,NN,596.5,601.44
arrivals,8,545,6.3,NN,642.61,604.67
arrive,6,9548,9.16,VB,582.59,604
arrived,7,13606,9.52,VB,698.45,572.61
arrives,7,4206,8.34,VB,696,628.07
arriving,8,3162,8.06,VB,709.88,588.96
arrogance,9,2453,7.81,NN,730.47,787.56
arrogant,8,3936,8.28,JJ,744.6,669.93
arrogantly,10,177,5.18,RB,876.13,756.96
arrow,5,7324,8.9,NN,629.19,572.45
arrowed,7,27,3.3,JJ,822.37,692.27
arrowhead,9,279,5.63,NN,665.72,662.7
arrowheads,10,89,4.49,NN,727.64,651.46
arrowroot,9,57,4.04,NN,1028.45,757.04
arrows,6,2850,7.96,NN|VB,596.26,613.15
arroyo,6,167,5.12,NN,1103.75,828.2
arsenal,7,1849,7.52,NN|JJ,828.33,714.89
arsenic,7,453,6.12,NN,855.42,767.96
arson,5,752,6.62,NN,711.35,643.31
art,3,62513,11.04,NN,521.74,576.04
Artemis,7,730,6.59,NN,765.73,836.24
arterial,8,175,5.16,JJ,943,809.74
arteries,8,454,6.12,NN,850.82,741.38
arteriolosclerosis,18,0,0,NULL,1442.29,1126.67
artery,6,448,6.1,NN,838.39,686.3
artery's,8,1,0,encl,974.6,781.19
artful,6,247,5.51,JJ,765.94,618.41
artfully,8,154,5.04,RB,786.3,657.96
artfulness,10,3,1.1,NN,877.56,756.41
arteriosclerosis,16,39,3.66,NN,1386.3,1016.6
arthritic,9,209,5.34,JJ,750.86,797.16
arthritis,9,1665,7.42,NN,885.62,743
Arthur,6,11953,9.39,NN,610.5,607.81
Arthur's,8,399,5.99,encl,713.67,636.56
artichoke,9,181,5.2,NN,696.68,677.96
article,7,861595,13.67,NN,610.12,636.07
articles,8,64285,11.07,NN,680.39,650.36
articulate,10,1695,7.44,JJ,864.88,715.85
articulated,11,665,6.5,VB|JJ,908.34,745.25
articulation,12,421,6.04,NN,857.18,746.31
articulations,13,20,3,NN,915.72,844.57
artifact,8,43646,10.68,NN,788.97,703.48
artifacts,9,8408,9.04,NN,744.75,691.04
artificial,10,10241,9.23,JJ,714.68,652.74
artificially,12,1171,7.07,RB,875.13,706.5
artillerist,11,1,0,NULL,1529.46,1022.4
artillery,9,5024,8.52,NN,766.87,690.58
artisan,7,211,5.35,NN,746.86,738.96
artisans,8,1696,7.44,NN,799,762.73
artist,6,17005,9.74,NN,615.18,580
artiste,7,120,4.79,NN,1250.43,944.93
artistic,8,4327,8.37,JJ,709.06,679.36
artistically,12,309,5.73,RB,1131,768.44
artistry,8,491,6.2,NN,753.54,700.7
artists,7,16884,9.73,NN,680.91,650.5
artist's,8,1012,6.92,encl,687.91,627.42
artless,7,27,3.3,JJ,713.21,650.66
arts,4,22653,10.03,NN,544.47,533.96
art's,5,218,5.38,encl,644.86,585.07
arty,4,453,6.12,JJ,932.53,611.19
Aryan,5,2179,7.69,JJ|NN,817.8,837.76
as,2,2642511,14.79,minor|RB,653.09,566.96
asbestos,8,865,6.76,NN,874.09,846.14
ascend,6,1128,7.03,VB,787.39,708.12
ascendancy,10,224,5.41,NN,1022.96,1053.2
ascended,8,470,6.15,VB,834.91,733.96
ascendent,9,41,3.71,NULL,839,845.95
ascending,9,613,6.42,VB,786.49,668
ascension,9,802,6.69,NN,815.4,801
ascent,6,943,6.85,NN,800.75,817.69
ascertain,9,820,6.71,VB,888.93,891.2
ascertainable,13,17,2.83,JJ,1174.59,969.69
ascertained,11,400,5.99,VB,936.19,820.17
ascetic,7,146,4.98,NN,864.48,893.76
asceticism,10,55,4.01,NN,913.13,898.14
ascribe,7,911,6.81,VB,836.67,696.07
ascribed,8,427,6.06,VB,907,754.39
ascribes,8,87,4.47,VB,826.61,724.04
ascription,10,18,2.89,NN,1006.33,845.71
aseptic,7,40,3.69,JJ,1028.56,1019.68
asexual,7,267,5.59,JJ,856.97,736.08
ash,3,3594,8.19,NN,623,601.64
ashamed,7,3799,8.24,JJ,663.77,631.41
ashbin,6,1,0,NULL,898.73,731.32
ashcan,6,304,5.72,NN,989.6,794.68
ashen,5,718,6.58,JJ,704.55,640.08
ashes,5,4878,8.49,NN,593.97,571.39
Ashley,6,2857,7.96,NN,650.94,599.28
ashore,6,395,5.98,RB|NN,879.79,748.5
ashtray,7,254,5.54,NN,716.43,665.42
ashtrays,8,106,4.66,NN,909.76,704.74
ashy,4,17,2.83,JJ,836.21,643.96
Asia,4,13885,9.54,NN,563.41,582.07
Asian,5,16780,9.73,JJ|NN,619.55,641.59
Asians,6,3736,8.23,NN,668.36,665.33
Asiatic,7,193,5.26,JJ|NN,947.15,962.33
aside,5,17413,9.76,RB,731.5,627.07
Asimov's,8,625,6.44,NULL,878.29,833.57
asinine,7,452,6.11,JJ,955.22,846.5
ask,3,138493,11.84,VB,552,509.56
askance,7,67,4.2,RB,655,910.81
asked,5,102158,11.53,VB,562.94,566.79
askew,5,793,6.68,RB,794.53,709.4
asking,6,55492,10.92,VB|NN,554.18,557.5
asks,4,16409,9.71,VB,634.97,572.42
aslant,6,9,2.2,RB,701.5,946.43
asleep,6,5410,8.6,RB|JJ,687.5,636.19
asocial,7,31,3.43,JJ,908.79,949.39
asp,3,3660,8.21,NN,809.14,633.12
asparagus,9,285,5.65,NN,816.78,849.22
aspect,6,15514,9.65,NN,667.19,647.63
aspects,7,22609,10.03,NN,738.15,633.84
aspen,5,880,6.78,NN,776.09,623.92
asphalt,7,1271,7.15,NN,719.97,691.63
asphyxiate,10,44,3.78,VB,967.18,943.63
asphyxiation,12,190,5.25,NN,1060.94,956.5
aspirate,8,43,3.76,VB,914.18,828.7
aspiration,10,358,5.88,NN,765.87,689.18
aspirations,11,1198,7.09,NN,736.21,689.96
aspire,6,676,6.52,VB,647.16,644.19
aspired,7,111,4.71,VB,633.72,717.89
aspires,7,131,4.88,VB,753.97,666.74
aspirin,7,1239,7.12,NN,712.33,705.31
aspiring,8,897,6.8,JJ|VB,703.62,723.5
ass,3,29848,10.3,NN|VB,649.38,564.32
assail,6,84,4.43,VB,820.32,705
assailant,9,351,5.86,NN,853.66,786.08
assailants,10,230,5.44,NN,852.74,813.46
assailed,8,89,4.49,VB,772.32,743.88
assailing,9,28,3.33,VB,885.11,704.14
assassin,8,7479,8.92,NN,757.07,714.5
assassinate,11,450,6.11,VB,845.28,789.15
assassinated,12,822,6.71,VB,816.15,801.52
assassination,13,4132,8.33,NN,932.83,792.68
assassins,9,1132,7.03,NN,794.38,748.82
assault,7,10485,9.26,NN|VB,654.16,634.78
assaulted,9,920,6.82,VB,687.52,660.79
assaulting,10,293,5.68,VB,742.5,665.7
assaults,8,1070,6.98,NN|VB,674.88,665.15
assay,5,620,6.43,NN|VB,814.57,801.18
assayed,7,49,3.89,VB,861.56,710.61
assaying,8,24,3.18,VB,864.3,798.57
assemblage,10,195,5.27,NN,855.33,805.41
assemblages,11,34,3.53,NN,1102,769.06
assemble,8,2537,7.84,VB,619.24,606.78
assembled,9,3144,8.05,VB,675.15,646.07
assemblies,10,943,6.85,NN,888.67,772.5
assembling,10,855,6.75,VB,728.54,668.73
assembly,8,17309,9.76,NN,602,702.19
assemblyman,11,143,4.96,NN,1089.13,861.04
assent,6,478,6.17,NN|VB,706.39,722
assented,8,39,3.66,VB,822.72,740.27
assert,6,3583,8.18,VB,657.67,688.43
asserted,8,1862,7.53,VB,772.88,665.16
asserting,9,1442,7.27,VB,707.78,677.5
assertion,9,6547,8.79,NN,759.64,769
assertions,10,3006,8.01,NN,770.56,749.56
assertive,9,592,6.38,JJ,707.27,696.73
assertiveness,13,89,4.49,NN,893.53,757.08
asserts,7,993,6.9,VB,676.88,658.75
asses,5,2105,7.65,NN|VB,763.31,681.16
assess,6,2454,7.81,VB,748.83,685.52
assessed,8,1463,7.29,VB,840.37,703.85
assessing,9,1147,7.04,VB,704.33,751.5
assessment,10,6198,8.73,NN,727.6,690.52
assessments,11,878,6.78,NN,770.17,777.93
assessor,8,74,4.3,NN,915.13,838.75
assessors,9,56,4.03,NN,969.36,855.52
assessor's,10,7,1.95,encl,915.29,863.92
asset,5,4255,8.36,NN,665.8,635.73
assets,6,7290,8.89,NN,642.77,652.2
asshole,7,8181,9.01,NN,752.13,677.46
assiduous,9,25,3.22,JJ,833.47,864.95
assign,6,6449,8.77,VB,665.27,583.42
assignation,11,19,2.94,NN,704.71,1068.5
assigned,8,10862,9.29,VB,621.63,664.52
assignee,8,389,5.96,NN,1101.42,936.1
assigning,9,1548,7.34,VB,766.39,681.64
assignment,10,8029,8.99,NN,679.9,670.32
assignments,11,5070,8.53,NN,688,683.04
assigns,7,835,6.73,VB,786.66,727.67
assimilate,10,830,6.72,VB,792.74,790.84
assimilated,11,1010,6.92,VB,781.94,744.72
assimilation,12,649,6.48,NN,838.39,778.36
assist,6,13081,9.48,VB,672.26,645.88
assistance,10,20429,9.92,NN,664.67,636.36
assistant,9,14971,9.61,NN,660.91,625.59
assistants,10,1207,7.1,NN,728.67,719.37
assisted,8,2559,7.85,VB,814.77,734.19
assisting,9,2364,7.77,VB,832.09,736.79
assists,7,2500,7.82,VB,603.37,639.72
associate,9,10550,9.26,VB,652.38,665.46
associated,10,24568,10.11,VB|JJ,756.32,627.18
associates,10,17884,9.79,VB,638.59,681.7
associating,11,599,6.4,VB,791.41,720.15
association's,13,413,6.02,encl,986.77,672
associatively,13,9,2.2,RB,1072.04,824
assonance,9,10,2.3,NN,924.36,872.83
assort,6,16,2.77,VB,732.52,624.78
association,11,34963,10.46,NN,705.22,672.64
associations,12,3666,8.21,NN,687.27,726.07
assorted,8,3368,8.12,JJ,689.73,661.04
assortment,10,1657,7.41,NN,710.61,691.12
assuage,7,161,5.08,VB,712.21,976.62
assuaged,8,39,3.66,VB,878.8,785.17
assume,6,42861,10.67,VB,572.84,624.83
assumed,7,11110,9.32,VB,621.81,588.04
assumes,7,5739,8.66,VB,612.88,616.12
assuming,8,25476,10.15,VB,658.59,624.35
assumption,10,10821,9.29,NN,676.06,629.86
assumptions,11,6767,8.82,NN,678.76,659.68
assurance,9,4302,8.37,NN,686.06,665.84
assurances,10,619,6.43,NN,699.15,794.81
assure,6,6724,8.81,VB,736.41,654.04
assured,7,5671,8.64,VB,659,695.83
assuredly,9,659,6.49,RB,847.31,805.13
assures,7,987,6.89,VB,712.45,645.96
assuring,8,663,6.5,VB,760.23,727.43
Assyrian,8,385,5.95,NN|JJ,1033.4,922
aster,5,205,5.32,NN,890.94,651.88
Asteria,7,8,2.08,NN,956.88,892.88
asterisk,8,940,6.85,NN,836,736.18
asterisks,9,463,6.14,NN,843.74,647.32
asteroid,8,1760,7.47,JJ,784.03,647.92
asteroidal,10,32,3.47,JJ,937.89,826.43
asthma,6,1711,7.44,NN,732,630.35
asthmatic,9,147,4.99,JJ|NN,814.56,906.2
astigmatism,11,175,5.16,NN,879.06,963.28
astonish,8,208,5.34,VB,698.41,665.62
astonished,10,1069,6.97,VB|JJ,727.71,761.44
astonishing,11,1356,7.21,JJ|VB,786.84,692.71
astonishingly,13,330,5.8,RB,940,838.75
astonishment,12,511,6.24,NN,823.67,807.12
astound,7,143,4.96,VB,809.68,755.61
astounded,9,450,6.11,VB,824.87,697.5
astounding,10,1205,7.09,JJ|VB,754.71,727.63
astral,6,1843,7.52,JJ,738.73,751.38
astray,6,796,6.68,RB,671.36,686
astride,7,146,4.98,minor,865.32,757.35
astringency,11,15,2.71,NULL,1021.74,929.24
astringent,10,62,4.13,JJ,802.15,807.91
astrodome,9,73,4.29,NN,990.88,776.78
astrolabe,9,73,4.29,NN,948.56,1073
astrology,9,3214,8.08,NN,749.88,766.82
astronaut,9,1002,6.91,NN,910.13,692.82
astronomer,10,943,6.85,NN,908.06,762.46
astronomical,12,2527,7.83,JJ,987.18,757.91
astronomically,14,143,4.96,RB,857.74,828.55
astronomy,9,5990,8.7,NN,679.76,702.26
astrophysics,12,1054,6.96,NN,945.59,966.1
astute,6,767,6.64,JJ,876.38,729.62
astuteness,10,11,2.4,NN,997.71,996.93
asunder,7,147,4.99,RB,781.95,692.37
asylum,6,1696,7.44,NN,744.68,708.4
asymmetric,10,217,5.38,JJ,900.17,917.74
asymmetrical,12,174,5.16,JJ,935.13,971.67
asymmetrically,14,21,3.04,RB,932.04,930.05
asymmetry,9,234,5.46,NN,926.93,882.13
asymptotic,10,218,5.38,JJ,963.95,1038.67
at,2,1977887,14.5,minor,651.8,570.16
ate,3,7076,8.86,VB,608.7,563.36
asymptotically,14,148,5,RB,916.3,1152.63
Athabascan,10,5,1.61,NN|JJ,1524,1265.25
atheism,7,2435,7.8,NN,904.55,866.12
atheist,7,3454,8.15,JJ|NN,734.7,736.11
atheistic,9,622,6.43,JJ,880.84,1068.82
atheists,8,2642,7.88,NN,765.38,734.25
Athena,6,1377,7.23,NN,775.41,783.4
Athenian,8,172,5.15,JJ|NN,777.74,913
Athenians,9,167,5.12,NN,824.03,868.65
Athens,6,5170,8.55,NN,700.63,655.62
athlete,7,1336,7.2,NN,647.47,647.44
athletes,8,2587,7.86,NN,698.09,636.39
athlete's,9,203,5.31,NULL,702.44,612.44
athletic,8,3739,8.23,JJ,702.71,621.9
athleticism,11,140,4.94,NN,974.15,898.63
athletics,9,838,6.73,NN,646.06,660.71
Atlanta,7,21442,9.97,NN,665.21,623.46
Atlanta's,9,163,5.09,encl,678.76,640.96
Atlantic,8,8803,9.08,NN|JJ,742.31,626.58
Atlantis,8,5455,8.6,NN,755.03,786.64
atlas,5,5318,8.58,NN,650.09,648
atmosphere,10,10109,9.22,NN,698.59,627.19
atmospheres,11,282,5.64,NN,774.84,655.5
atmospheric,11,3857,8.26,JJ,767.75,777.42
atoll,5,137,4.92,NN,799.71,699.8
atom,4,3410,8.13,NN,636.33,680.2
atomic,6,5018,8.52,JJ,662.27,691.84
atomize,7,36,3.58,VB,769.91,824.68
atoms,5,2332,7.75,NN,624.94,610.68
atonal,6,123,4.81,JJ,946.2,943.31
atonally,8,0,0,RB,968.9,949.07
atone,5,202,5.31,VB,768.57,666.54
atonement,9,483,6.18,NN,858.89,675.57
atop,4,1135,7.03,minor,782.19,662.22
atrocious,9,637,6.46,JJ,869.74,770.87
atrociously,11,71,4.26,RB,971.62,902
atrocities,10,2076,7.64,NN,846.8,988.9
atrocity,8,489,6.19,NN,913.88,827.41
atrophied,9,44,3.78,JJ|VB,1018.67,856.59
atrophy,7,434,6.07,VB,912.04,841.5
attach,6,7340,8.9,VB|NN,673.3,556.48
attache,7,341,5.83,NN,773.31,760.07
attached,8,19517,9.88,VB,646.33,571.11
attaches,8,1086,6.99,VB,718.45,622.12
attaching,9,1493,7.31,VB,698.6,615.44
attachment,10,3690,8.21,NN,631.23,688.48
attachments,11,2698,7.9,NN,694.32,662.33
attack,6,46040,10.74,NN|VB,564.18,592.68
attacked,8,8489,9.05,VB,662.26,582.86
attacker,8,2693,7.9,NN,658.24,617.89
attackers,9,1283,7.16,NN,680.74,616.93
attacker's,10,196,5.28,encl,718.48,629.56
attacking,9,7888,8.97,VB,619.74,608.83
attacks,7,16440,9.71,NN|VB,537.34,587.96
attain,6,2206,7.7,VB,684.09,581.07
attainable,10,387,5.96,JJ,754.84,725.86
attained,8,1504,7.32,VB,662.03,590.2
attaining,9,648,6.47,VB|NN,672.33,669.73
attainment,10,426,6.05,NN,783.06,723.6
attainments,11,43,3.76,NN,920.24,780.61
attains,7,303,5.71,VB,740.97,669.33
attempt,7,41637,10.64,NN|VB,608.35,639.58
attempted,9,9422,9.15,VB,651.18,634.26
attempting,10,12087,9.4,VB,704.61,653.67
attempts,8,15813,9.67,NN|VB,639.62,610.8
attend,6,11518,9.35,VB,638.68,563.64
attendance,10,3207,8.07,NN,672.94,637.74
attendant,9,1260,7.14,NN,706.83,657.5
attendants,10,682,6.53,NN,657.41,715.19
attended,8,6928,8.84,VB,720,638.56
attending,9,5777,8.66,VB,597.39,592.21
attends,7,625,6.44,VB,609.1,594.65
attention,9,45081,10.72,NN,602.71,594.88
attentions,10,474,6.16,NN,728.94,649.62
attentive,9,549,6.31,JJ,758.38,703.93
attentively,11,101,4.62,RB,803.81,747.81
attenuate,9,121,4.8,VB,931,938.83
attest,6,1226,7.11,VB,650.22,630.85
attested,8,319,5.77,VB|JJ,772.81,635.44
attesting,9,168,5.12,VB,943.92,803.21
Attic,5,1401,7.24,NN,716.19,623.93
attire,6,806,6.69,NN,691.77,635.88
attired,7,98,4.58,JJ,745.41,659.44
attitude,8,20636,9.93,NN,605.15,663
attitudes,9,5409,8.6,NN,652.79,612.67
attorney,8,14590,9.59,NN,592.76,656.07
attorneys,9,3447,8.15,NN,739.85,677.12
attorney's,10,565,6.34,encl,634.03,635.07
attract,7,5510,8.61,VB,705.63,631.58
attracted,9,5021,8.52,VB,688.67,612.61
attracting,10,1226,7.11,VB,776.75,635.85
attraction,10,4117,8.32,NN,743.94,667.97
attractions,11,1834,7.51,NN,655.94,650.43
attractive,10,12510,9.43,JJ,688.67,645.82
attractively,12,119,4.78,RB,811.03,749.36
attracts,8,1193,7.08,VB,686.74,721.11
attributable,12,711,6.57,JJ,877.28,876.08
attribute,9,5582,8.63,NN,687.12,700.81
attributed,10,4270,8.36,VB,730.85,691.68
attributes,10,6452,8.77,NN,749.28,721
attributing,11,568,6.34,VB,829.13,873.3
attribution,11,1843,7.52,NN,826.19,778.05
attrition,9,470,6.15,NN,853.8,786.35
attuned,7,224,5.41,VB,894.77,649
atypical,8,567,6.34,JJ,825.75,847.08
auburn,6,2293,7.74,NN|JJ,865,697.26
auction,7,70714,11.17,NN|VB,702.67,688.35
auctioneer,10,518,6.25,NN,949.5,705.08
auctioneer's,12,12,2.48,encl,888.87,742.82
audacious,9,87,4.47,JJ,766,831.4
audacity,8,500,6.21,NN,983.48,733.8
audible,7,1360,7.22,JJ,753.83,651.15
audibly,7,177,5.18,RB,857.11,704.45
audience,8,20905,9.95,NN,622.32,646.5
audiences,9,2032,7.62,NN,655.34,645.36
audio,5,34061,10.44,JJ|NN,603.74,640.11
audiovisual,11,224,5.41,JJ|NN,919.67,821.31
audit,5,3286,8.1,NN|VB,679.44,607.58
antler,6,85,4.44,NN,789.19,650.29
Antoine,7,1009,6.92,NN,898.06,865.61
Antoine's,9,15,2.71,encl,791.19,782.05
Antoinette,10,396,5.98,NN,957.21,840.13
Antonio,7,7646,8.94,NN,724.61,784
antonym,7,73,4.29,NN,835.08,818.47
ants,4,4321,8.37,NN,547.89,552.52
anus,4,2067,7.63,NN,797.15,730.17
anvil,5,894,6.8,NN,772.76,655.12
anxieties,9,319,5.77,NN,921.76,798.54
anxiety,7,2664,7.89,NN,608.7,678.64
anxious,7,2734,7.91,JJ,598.76,627.79
anxiously,9,751,6.62,RB,775.42,743.37
any,3,1138564,13.95,minor|RB,647.19,589.92
anybody,7,69155,11.14,NN,658.35,673.96
anybody's,9,1024,6.93,encl,648.94,643.54
anyhow,6,5535,8.62,RB,859.62,677.12
anymore,7,26212,10.17,RB,670.13,681.73
anyone,6,398422,12.9,NN,719.75,635.17
anyone's,8,4297,8.37,encl,785.56,664.71
anyplace,8,652,6.48,RB,794.68,769.88
anything,8,214704,12.28,NN,656.85,596.21
anyway,6,96987,11.48,RB|NN,602.24,706.88
anyways,7,8332,9.03,minor|RB|NN,672.79,632.36
anywhere,8,34991,10.46,RB|NN,646.44,638.67
aorta,5,3177,8.06,NN,798.3,752.64
Apache,6,1360,7.22,NN,789.52,754.29
Apaches,7,97,4.57,NN,822.12,850.36
apart,5,22038,10,RB,617.97,593
apartheid,9,631,6.45,NN,914.17,973.19
apartment,9,8965,9.1,NN,637.47,595.33
apartments,10,1368,7.22,NN,702.88,617.41
apathetic,9,466,6.14,JJ,816.57,814.42
apathy,6,1017,6.92,NN,654.1,651.67
ape,3,3850,8.26,NN|VB,620.38,586.46
aperitif,8,13,2.56,NN,887.33,972.6
aperture,8,1826,7.51,NN,800.41,853.71
apex,4,1099,7,NN,681.21,664.3
aphasia,7,56,4.03,NN,862.56,740.72
aphid,5,57,4.04,NN,857.67,828
aphorism,8,108,4.68,NN,729.56,911.37
aphrodisiac,11,350,5.86,NN|JJ,798.55,839.95
Aphrodite,9,213,5.36,NN,971.03,816.04
apiary,6,22,3.09,NN,1029.5,864.22
apiculture,10,17,2.83,NN,1075.6,1085.67
apiece,6,1034,6.94,RB,857.54,670.19
apocalypse,10,2208,7.7,NN,932.88,778.39
apogee,6,2070,7.64,NN,779.4,885.67
Apollo,6,3978,8.29,NN,593.03,628.52
Apollonian,10,8,2.08,JJ|NN,918.7,1052.82
apocalyptic,11,494,6.2,JJ,919.13,1017.62
Apollo's,8,199,5.29,encl,628.18,618.31
apologetic,10,339,5.83,JJ,842.39,820.42
apologetically,14,69,4.23,RB,1099.36,893.77
apologies,9,7763,8.96,NN,761.41,642.19
apologist,9,535,6.28,NN,734.91,752.8
apologize,9,10435,9.25,VB,722.17,635.61
apologized,10,1343,7.2,VB,690.65,681.41
apology,7,4124,8.32,NN,678.94,690.69
apoplexy,8,42,3.74,NN,694,875
apostle,7,1235,7.12,NN,699.65,682
apostles,8,1446,7.28,NN,787.3,710.07
Apostolic,9,426,6.05,JJ,890,1115.38
apostrophe,10,456,6.12,NN,945.94,854.09
apothecary,10,35,3.56,NN,905.15,869.08
appal,5,9,2.2,VB,979.23,703.91
Appalachian,11,899,6.8,NN|JJ,823.47,672.09
Appalachians,12,96,4.56,NN,852.57,809.85
appalled,8,980,6.89,VB|JJ,806.58,606.04
appalling,9,1032,6.94,JJ|VB,700.57,678.56
appallingly,11,102,4.62,RB,954.14,736.32
apparatus,9,2531,7.84,NN,781.03,804.24
apparel,7,578,6.36,NN,673.5,651.93
appareled,9,0,0,VB|JJ,982.38,769.35
apparency,9,38,3.64,NN,758.29,743.76
apparent,8,10467,9.26,JJ,620.19,656.89
apparently,10,41745,10.64,RB,725.85,646.1
apparition,10,300,5.7,NN,894.43,798.32
appeal,6,11721,9.37,NN|VB,568.39,602.04
appealed,8,1357,7.21,VB,695.71,631.19
appealing,9,3086,8.03,JJ|VB,620.71,652.63
appeals,7,4721,8.46,NN|VB,719.03,629.81
appear,6,46487,10.75,VB,599.53,619.42
appearance,10,12998,9.47,NN,654.06,676.37
appearances,11,3373,8.12,NN,714.13,676.86
appeared,8,21332,9.97,VB,663.06,638.59
appearing,9,5677,8.64,VB,702.47,633.21
appears,7,41932,10.64,VB|NN,584.18,567.19
appease,7,785,6.67,VB,735.59,631.48
appeased,8,79,4.37,VB|JJ,740.16,698.27
appeasement,11,206,5.33,NN,880.88,747.5
appeasing,9,78,4.36,VB|NN,866.91,661.25
appellant,9,191,5.25,NN|minor,915.67,749.84
appellate,9,571,6.35,JJ|NN,907.48,891.81
append,6,2586,7.86,VB,717.55,636.39
appendage,9,220,5.39,NN,865.45,740.22
appendages,10,194,5.27,NN,763.18,783.96
appendectomy,12,48,3.87,NN,1010.15,971.24
appended,8,1915,7.56,VB,866.24,713.96
appendicitis,12,72,4.28,NN,890.55,851.22
appendix,8,6192,8.73,NN,648.62,644
appendixes,10,48,3.87,NN,764.66,803.14
appetite,8,1813,7.5,NN,678.8,616.54
appetites,9,269,5.59,NN,788,672.32
appetizer,9,184,5.21,NN,682.09,672.14
appetizing,10,66,4.19,JJ|VB|NN,821.03,737.96
applaud,7,1303,7.17,VB,707.06,620.35
applauded,9,477,6.17,VB,755.44,637.89
applauding,10,168,5.12,VB|NN,735.06,624.07
applause,8,3313,8.11,NN,611.38,640.46
apple,5,65844,11.1,NN,618.53,608.78
apples,6,3982,8.29,NN,621.53,562.67
appliance,9,816,6.7,NN,697.38,623.52
appliances,10,1171,7.07,NN,669.76,637.57
applicable,10,7829,8.97,JJ,739.7,730.48
applicant,9,3858,8.26,NN,600.38,643
applicants,10,8970,9.1,NN,680.61,657.22
application,11,87255,11.38,NN,701.18,584.81
applications,12,86618,11.37,NN,706.7,645.19
applicator,10,90,4.5,NN,738.84,666.69
applied,7,23252,10.05,VB|JJ,671.64,614.04
applies,7,13235,9.49,VB,660.73,686.04
apply,5,45131,10.72,VB,615.56,645.39
applying,8,8147,9.01,VB,623.38,596.04
appoint,7,1079,6.98,VB,803.66,630.58
appointed,9,4848,8.49,VB,628.88,619.41
appointee,9,230,5.44,NN,835.24,722.15
